Year,Player,GP,PPG,PTS,FGA,FG%,rFG%
2013,Ray Allen,79,2.7,210,193,54.4,0.7
2016,Mirza Teletovic,79,2.7,214,195,54.9,0.9
2006,Joey Graham,80,2.7,212,179,59.2,5.3
2010,Goran Dragic,80,2.7,214,188,56.9,1.5
2005,Kurt Thomas,80,2.7,216,196,55.1,2
2016,T.J. McConnell,81,2.7,220,214,51.4,-2.6
2017,Domantas Sabonis,81,2.7,216,241,44.8,-10.3
1998,Chris Mullin,82,2.7,224,179,62.6,9.2
2015,Jae Crowder,82,2.7,222,192,57.8,4.3
2018,Joe Ingles,82,2.7,224,205,54.6,-0.7
2017,Corey Brewer,82,2.7,222,209,53.1,-2
1998,Howard Eisley,82,2.7,218,217,50.2,-3.1
2002,Moochie Norris,82,2.7,220,221,49.8,-2.9
2009,Mario Chalmers,82,2.7,224,240,46.7,-7.8
2003,Joe Johnson,82,2.7,218,242,45,-7.5
2015,Greivis Vasquez,82,2.7,224,253,44.3,-9.2
2013,Juwan Howard,7,2.6,18,13,69.2,15.5
2018,Wade Baldwin IV,7,2.6,18,14,64.3,9
2010,Coby Karl,7,2.6,18,19,47.4,-8
2003,Nate Huffman,7,2.6,18,23,39.1,-13.4
1997,Ruben Nembhard,10,2.6,26,24,54.2,2.2
2000,Chauncey Billups,13,2.6,34,35,48.6,-4.4
1998,Benoit Benjamin,14,2.6,36,31,58.1,4.7
2007,Alan Anderson,17,2.6,44,38,57.9,3.1
2010,Tim Thomas,18,2.6,46,34,67.6,12.2
2020,Kevon Looney,20,2.6,52,52,50,-5.6
2011,Terrence Williams,21,2.6,54,57,47.4,-7.1
2021,Dennis Smith Jr.,23,2.6,60,59,50.8,-5.3
2010,Etan Thomas,23,2.6,60,59,50.8,-4.6
2013,Viacheslav Kravtsov,25,2.6,66,46,71.7,18
2000,Jeff McInnis,25,2.6,64,70,45.7,-7.2
2013,Hakim Warrick,28,2.6,72,80,45,-8.7
2019,Michael Carter-Williams,28,2.6,72,82,43.9,-11.7
2013,Dominique Jones,29,2.6,74,91,40.7,-13
2020,Kelan Martin,31,2.6,80,70,57.1,1.5
2012,Von Wafer,33,2.6,86,77,55.8,2.4
2021,Justin Jackson,34,2.6,90,81,55.6,-0.6
2019,Ian Mahinmi,34,2.6,88,87,50.6,-5
2019,Bruno Caboclo,34,2.6,90,91,49.5,-6.1
2022,Enes Freedom,35,2.6,92,87,52.9,-3.8
2022,Lonzo Ball,35,2.6,90,88,51.1,-5.5
2010,Shaun Livingston,36,2.6,94,81,58,2.6
2013,Evan Fournier,38,2.6,98,85,57.6,3.9
2013,Jeremy Pargo,39,2.6,102,118,43.2,-10.5
2005,Zarko Cabarkapa,40,2.6,102,94,54.3,1.2
2014,Devin Harris,40,2.6,102,115,44.3,-9.7
2020,Isaiah Thomas,40,2.6,104,136,38.2,-17.4
2019,Jon Leuer,41,2.6,108,77,70.1,14.6
1999,J.R. Reid,41,2.6,106,88,60.2,8.4
2011,Aaron Gray,41,2.6,108,94,57.4,3
1998,Martin Muursepp,41,2.6,108,102,52.9,-0.4
2022,Alex Caruso,41,2.6,108,110,49.1,-7.5
1997,Robert Parish,43,2.6,110,103,53.4,1.4
1997,Vincent Askew,43,2.6,110,111,49.5,-2.5
2020,Marc Gasol,44,2.6,114,104,54.8,-0.8
2006,Antonio Davis,44,2.6,116,122,47.5,-6.3
2005,Loren Woods,45,2.6,116,119,48.7,-4.4
2021,Alekesej Pokusevski,45,2.6,116,133,43.6,-12.5
2003,Jonathan Bender,46,2.6,118,111,53.2,0.7
2008,Earl Barron,46,2.6,120,125,48,-6.5
2013,Arnett Moultrie,47,2.6,122,98,62.2,8.5
2010,Luther Head,47,2.6,120,100,60,4.6
2016,Luke Babbitt,47,2.6,124,146,42.5,-11.5
2007,Tarence Kinsey,48,2.6,124,118,52.5,-2.2
2022,Ty Jerome,48,2.6,126,126,50,-6.6
2020,Avery Bradley,49,2.6,126,110,57.3,1.6
1999,Dean Garrett,49,2.6,126,114,55.3,3.4
2020,Omari Spellman,49,2.6,128,129,49.6,-6
2019,De'Anthony Melton,50,2.6,128,130,49.2,-6.3
2010,Devin Brown,50,2.6,128,136,47.1,-8.3
1999,Sam Mitchell,50,2.6,132,147,44.9,-7
2017,Ramon Sessions,50,2.6,128,149,43,-12.2
1997,Bimbo Coles,51,2.6,132,131,50.4,-1.6
2004,Clar. Weatherspoon,52,2.6,134,133,50.4,-1.6
2014,O.J. Mayo,52,2.6,136,148,45.9,-8.1
2000,Tim Hardaway,52,2.6,136,166,41,-12
2018,Mike Muscala,53,2.6,138,110,62.7,7.4
2013,Dirk Nowitzki,53,2.6,136,134,50.7,-3
2004,Willie Green,53,2.6,140,170,41.2,-10.8
2021,Deni Avdija,54,2.6,140,125,56,-0.1
2015,Alonzo Gee,54,2.6,140,129,54.3,0.8
2018,Noah Vonleh,54,2.6,138,130,53.1,-2.2
2004,Daniel Santiago,54,2.6,138,130,53.1,1.1
2014,Reggie Evans,54,2.6,142,143,49.7,-4.4
2005,Brian Scalabrine,54,2.6,138,148,46.6,-6.5
2012,Chuck Hayes,54,2.6,140,156,44.9,-8.6
2006,Darko Milicic,55,2.6,142,115,61.7,7.9
2006,Quentin Richardson,55,2.6,144,165,43.6,-10.2
2004,Othella Harrington,56,2.6,146,125,58.4,6.4
2021,Garrett Temple,56,2.6,146,135,54.1,-2
2011,Jason Maxiell,57,2.6,146,136,53.7,-0.8
2020,Torrey Craig,58,2.6,152,117,65,9.3
2012,Shaun Livingston,58,2.6,152,143,53.1,-0.3
2003,Slava Medvedenko,58,2.6,152,155,49,-3.5
2011,Ekpe Udoh,58,2.6,152,160,47.5,-7
1998,Rodrick Rhodes,58,2.6,150,194,38.7,-14.7
2004,Brent Barry,59,2.6,152,122,62.3,10.3
2004,Tony Massenburg,59,2.6,156,145,53.8,1.8
2014,Ryan Kelly,59,2.6,154,150,51.3,-2.7
2014,Lou Williams,60,2.6,158,143,55.2,1.2
2004,Donnell Harvey,60,2.6,156,159,49.1,-3
2013,Damien Wilkins,61,2.6,158,149,53,-0.7
2007,Jason Williams,61,2.6,156,149,52.3,-2.4
2000,Cedric Henderson,61,2.6,156,150,52,-1
2001,Samaki Walker,61,2.6,160,151,53,1
2002,Robert Traylor,61,2.6,156,168,46.4,-6.2
2013,Brendan Haywood,61,2.6,160,172,46.5,-7.2
2021,Jaden McDaniels,63,2.6,166,141,58.9,2.8
2020,Ersan Ilyasova,63,2.6,166,152,54.6,-1
2018,Nicolas Batum,64,2.6,168,144,58.3,3
2012,Joel Anthony,64,2.6,166,145,57.2,3.8
2001,Mark Blount,64,2.6,164,148,55.4,3.4
2009,Tim Thomas,64,2.6,164,160,51.3,-3.2
2003,Jake Voskuhl,65,2.6,168,141,59.6,7.1
2008,Renaldo Balkman,65,2.6,172,157,54.8,0.3
2002,Jason Williams,65,2.6,168,161,52.2,-0.5
2000,Felipe Lopez,65,2.6,166,171,48.5,-4.4
2022,Ish Smith,65,2.6,166,203,40.9,-15.7
2022,Danilo Gallinari,66,2.6,170,151,56.3,-0.3
2022,Grayson Allen,66,2.6,172,158,54.4,-2.2
2002,LaPhonso Ellis,66,2.6,172,163,52.8,0.1
2016,Nikola Mirotic,66,2.6,174,174,50,-4
2021,Aaron Holiday,66,2.6,170,214,39.7,-16.4
2005,Devin Brown,67,2.6,174,162,53.7,0.6
2015,Chase Budinger,67,2.6,176,168,52.4,-1.1
2002,David Wesley,67,2.6,174,181,48.1,-4.6
2018,Justin Jackson,68,2.6,180,144,62.5,7.2
1998,Don Reid,68,2.6,176,155,56.8,3.4
2011,Jose Calderon,68,2.6,174,158,55.1,0.6
2007,Gary Payton,68,2.6,174,159,54.7,0
2015,Mike Scott,68,2.6,174,161,54,0.5
2006,Hakim Warrick,68,2.6,180,179,50.3,-3.6
2003,Earl Boykins,68,2.6,180,181,49.7,-2.8
2001,Corie Blount,68,2.6,174,181,48.1,-3.9
2008,Thabo Sefolosha,69,2.6,182,169,53.8,-0.6
2008,Glen Davis,69,2.6,182,174,52.3,-2.2
2010,Mo Williams,69,2.6,180,177,50.8,-4.6
2001,Mookie Blaylock,69,2.6,176,191,46.1,-5.9
2017,Mike Muscala,70,2.6,180,139,64.7,9.6
1998,Corie Blount,70,2.6,180,143,62.9,9.6
2000,Jermaine O'Neal,70,2.6,180,171,52.6,-0.3
1997,Jerome Kersey,70,2.6,184,191,48.2,-3.8
2003,Kevin Willis,71,2.6,182,157,58,5.5
2004,Calvin Booth,71,2.6,182,165,55.2,3.1
1998,Mark Davis,71,2.6,184,170,54.1,0.8
2008,Spencer Hawes,71,2.6,182,171,53.2,-1.2
2004,Juan Dixon,71,2.6,188,182,51.6,-0.4
1997,Kobe Bryant,71,2.6,184,200,46,-6
2018,Tyler Ulis,71,2.6,182,212,42.9,-12.4
2020,Joe Ingles,72,2.6,188,173,54.3,-1.3
2008,Jared Dudley,73,2.6,190,160,59.4,4.9
2004,Tony Battie,73,2.6,188,177,53.1,1.1
2015,Gerald Green,74,2.6,196,170,57.6,4.1
2014,JR Smith,74,2.6,196,188,52.1,-1.9
2019,Garrett Temple,75,2.6,192,166,57.8,2.3
2016,Mike Scott,75,2.6,194,167,58.1,4.1
2002,Shawn Kemp,75,2.6,194,202,48,-4.6
2015,Wesley Johnson,76,2.6,196,158,62,8.5
2015,Devin Harris,76,2.6,194,185,52.4,-1.1
2003,Christian Laettner,76,2.6,194,186,52.2,-0.4
2015,Shane Larkin,76,2.6,200,194,51.5,-2
2016,Jerian Grant,76,2.6,194,204,47.5,-6.4
2010,Ryan Gomes,76,2.6,194,206,47.1,-8.3
2015,Dirk Nowitzki,77,2.6,202,187,54,0.5
2003,Lucious Harris,77,2.6,202,192,52.6,0.1
2008,Peja Stojakovic,77,2.6,198,193,51.3,-3.2
2007,Earl Watson,77,2.6,202,235,43,-11.8
2017,Rodney McGruder,78,2.6,206,192,53.6,-1.5
2001,Allan Houston,78,2.6,206,265,38.9,-13.1
2005,Jerome Williams,79,2.6,208,187,55.6,2.5
2007,Antonio Daniels,80,2.6,206,182,56.6,1.8
2005,Milt Palacio,80,2.6,204,218,46.8,-6.3
2006,Jason Kidd,80,2.6,210,224,46.9,-7
2014,Dante Cunningham,81,2.6,210,167,62.9,8.8
2014,Nick Collison,81,2.6,214,168,63.7,9.6
2019,Justin Jackson,81,2.6,214,175,61.1,5.6
2014,Tim Hardaway Jr.,81,2.6,208,184,56.5,2.5
2000,James Posey,81,2.6,210,185,56.8,3.8
2015,Andre Miller,81,2.6,212,187,56.7,3.2
2007,Donyell Marshall,81,2.6,210,187,56.1,1.4
2014,Terrence Ross,81,2.6,210,191,55,0.9
2011,Al-Farouq Aminu,81,2.6,208,199,52.3,-2.2
1998,Voshon Lenard,81,2.6,210,208,50.5,-2.8
2007,Shelden Williams,81,2.6,214,210,51,-3.8
2014,Randy Foye,81,2.6,210,216,48.6,-5.4
2004,Jiri Welsch,81,2.6,212,221,48,-4.1
2007,Gerald Green,81,2.6,210,225,46.7,-8.1
2004,Earl Watson,81,2.6,210,225,46.7,-5.3
2003,Mark Blount,81,2.6,214,226,47.3,-5.2
2017,P.J. Tucker,81,2.6,214,232,46.1,-9
2010,Thabo Sefolosha,82,2.6,212,184,57.6,2.2
1998,Hersey Hawkins,82,2.6,212,190,55.8,2.5
2000,Travis Best,82,2.6,216,192,56.3,3.3
2014,Mike Dunleavy,82,2.6,210,198,53,-1
2010,Shannon Brown,82,2.6,216,199,54.3,-1.1
1997,Jim McIlvaine,82,2.6,214,203,52.7,0.7
2007,Shane Battier,82,2.6,210,204,51.5,-3.3
2016,Langston Galloway,82,2.6,216,205,52.7,-1.3
2003,Kevin Ollie,82,2.6,214,212,50.5,-2
2002,Chauncey Billups,82,2.6,212,215,49.3,-3.3
1997,Tracy Murray,82,2.6,210,216,48.6,-3.4
2014,Ben McLemore,82,2.6,212,224,47.3,-6.7
2000,Lindsey Hunter,82,2.6,216,246,43.9,-9.1
2005,Luke Ridnour,82,2.6,212,249,42.6,-10.5
2019,Luc Mbah a Moute,4,2.5,10,11,45.5,-10.1
2005,Alex Garcia,8,2.5,20,22,45.5,-7.6
2012,Sean Williams,11,2.5,28,19,73.7,20.3
2013,Josh Howard,11,2.5,28,27,51.9,-1.9
2011,Udonis Haslem,13,2.5,32,29,55.2,0.7
2012,Charlie Villanueva,13,2.5,32,34,47.1,-6.4
2012,Patty Mills,16,2.5,40,38,52.6,-0.8
2015,Sebastian Telfair,16,2.5,40,45,44.4,-9.1
2020,David Nwaba,20,2.5,50,42,59.5,3.9
2000,Rick Hughes,21,2.5,52,49,53.1,0.1
2008,Shannon Brown,21,2.5,52,58,44.8,-9.6
2022,David Duke Jr.,22,2.5,56,64,43.8,-12.9
2022,Charles Bassey,23,2.5,58,40,72.5,15.9
2010,Ian Mahinmi,26,2.5,64,45,71.1,15.7
2008,Theo Ratliff,26,2.5,66,64,51.6,-2.9
2013,Cory Joseph,28,2.5,70,58,60.3,6.6
1999,Keon Clark,28,2.5,70,67,52.2,0.4
2003,Lindsey Hunter,29,2.5,72,86,41.9,-10.6
2009,Alando Tucker,30,2.5,74,74,50,-4.4
1999,Mitchell Butler,31,2.5,78,67,58.2,6.4
2013,Johan Petro,31,2.5,78,68,57.4,3.6
2019,Corey Brewer,31,2.5,76,73,52.1,-3.5
1999,Malik Sealy,31,2.5,78,82,47.6,-4.3
2012,Josh Childress,34,2.5,86,70,61.4,8
2017,Donatas Motiejunas,34,2.5,84,81,51.9,-3.3
2020,Brandon Goodwin,34,2.5,86,85,50.6,-5.1
2014,Al Harrington,34,2.5,84,86,48.8,-5.2
1997,Priest Lauderdale,35,2.5,86,70,61.4,9.4
2012,Dexter Pittman,35,2.5,86,88,48.9,-4.6
2003,Sean Lampley,35,2.5,88,88,50,-2.5
2001,Laron Profit,35,2.5,88,90,48.9,-3.1
1998,Sean Elliott,36,2.5,90,91,49.5,-3.9
2016,Ryan Hollins,37,2.5,94,75,62.7,8.7
1999,Terry Davis,37,2.5,92,84,54.8,2.9
2021,Gorgui Dieng,38,2.5,94,71,66.2,10.1
2018,C.J. Williams,38,2.5,96,80,60,4.7
2018,Justin Anderson,38,2.5,94,86,54.7,-0.7
1999,Rex Chapman,38,2.5,94,102,46.1,-5.8
2012,Marquis Daniels,38,2.5,94,107,43.9,-9.5
2007,Kirk Snyder,39,2.5,96,76,63.2,8.4
2015,Mike Muscala,40,2.5,98,81,60.5,7
2001,Eduardo Najera,40,2.5,98,88,55.7,3.7
2016,Gary Neal,40,2.5,98,89,55.1,1.1
2013,Jordan Hamilton,40,2.5,100,99,50.5,-3.2
2012,Lavoy Allen,41,2.5,102,81,63,9.5
2002,Scott Williams,41,2.5,102,104,49,-3.6
2010,Vladimir Radmanovic,41,2.5,104,110,47.3,-8.1
2021,Taurean Prince,41,2.5,102,125,40.8,-15.3
2008,Dorell Wright,44,2.5,112,96,58.3,3.9
2004,Adonal Foyle,44,2.5,108,105,51.4,-0.6
2021,Goga Bitadze,45,2.5,114,105,54.3,-1.8
1997,Jermaine O'Neal,45,2.5,112,106,52.8,0.8
2009,Shelden Williams,45,2.5,112,117,47.9,-6.6
2016,Tyler Ennis,46,2.5,114,113,50.4,-3.5
2017,Yogi Ferrell,46,2.5,116,122,47.5,-7.6
1998,Bob Sura,46,2.5,114,132,43.2,-10.1
2012,Craig Smith,47,2.5,116,108,53.7,0.3
2000,Vernon Maxwell,47,2.5,116,142,40.8,-12.1
2017,Roy Hibbert,48,2.5,122,104,58.7,3.5
2022,Greg Brown III,48,2.5,120,115,52.2,-4.5
2015,Marcus Thornton,48,2.5,118,128,46.1,-7.4
1997,B.J. Armstrong,49,2.5,124,101,61.4,9.4
2005,Scot Pollard,49,2.5,122,111,55,1.9
2010,Theo Ratliff,49,2.5,122,119,51.3,-4.1
2003,Dan Gadzuric,49,2.5,122,119,51.3,-1.2
1999,Lindsey Hunter,49,2.5,122,144,42.4,-9.5
2015,Rodney Hood,50,2.5,126,118,53.4,-0.1
1999,Horace Grant,50,2.5,124,125,49.6,-2.3
2011,Kosta Koufos,50,2.5,124,128,48.4,-6
1999,Charlie Ward,50,2.5,126,128,49.2,-2.6
2020,Meyers Leonard,51,2.5,128,95,67.4,11.7
2019,Amir Johnson,51,2.5,130,113,57.5,2
2020,Patrick Beverley,51,2.5,130,125,52,-3.6
2022,Brandon Boston,51,2.5,126,136,46.3,-10.3
2021,Jordan McLaughlin,51,2.5,126,137,46,-10.1
1998,Tyus Edney,52,2.5,132,142,46.5,-6.8
2020,Trevor Ariza,53,2.5,130,111,58.6,2.9
2022,Jock Landale,54,2.5,136,103,66,9.4
2022,George Hill,54,2.5,136,122,55.7,-0.9
2009,Mickael Pietrus,54,2.5,134,124,54,-0.4
2012,Carlos Delfino,54,2.5,134,128,52.3,-1.1
2018,Tyler Ennis,54,2.5,134,135,49.6,-5.7
2014,Kendall Marshall,54,2.5,136,143,47.6,-6.5
2020,Abdel Nader,55,2.5,138,119,58,2.3
2008,Sam Cassell,55,2.5,138,135,51.1,-3.4
2011,Jeff Foster,56,2.5,138,129,53.5,-1
2010,Nate Robinson,56,2.5,140,145,48.3,-7.1
2019,Shabazz Napier,56,2.5,138,148,46.6,-8.9
2012,Gary Neal,56,2.5,142,155,45.8,-7.6
2003,Elden Campbell,56,2.5,138,162,42.6,-9.9
2013,Kyle O'Quinn,57,2.5,140,128,54.7,1
2002,Christian Laettner,57,2.5,142,133,53.4,0.7
1998,Keith Closs,58,2.5,146,144,50.7,-2.6
2001,Sherman Douglas,59,2.5,148,142,52.1,0.1
2015,Danilo Gallinari,59,2.5,148,146,50.7,-2.8
2016,Lance Thomas,59,2.5,148,153,48.4,-5.6
2011,Larry Sanders,60,2.5,152,137,55.5,1
2019,Meyers Leonard,61,2.5,150,112,67,11.4
2011,Mike Dunleavy,61,2.5,152,123,61.8,7.3
2017,Tyler Ulis,61,2.5,150,149,50.3,-4.8
2004,Predrag Drobnjak,61,2.5,150,161,46.6,-5.4
1998,Bruce Bowen,61,2.5,154,162,47.5,-5.8
2000,Gerard King,62,2.5,154,134,57.5,4.5
2020,Garrett Temple,62,2.5,156,151,51.7,-4
2000,Troy Hudson,62,2.5,156,168,46.4,-6.5
2019,Tyrone Wallace,62,2.5,156,181,43.1,-12.5
2010,Ryan Anderson,63,2.5,156,140,55.7,0.3
2007,Fred Jones,63,2.5,158,142,55.6,0.9
2012,Caron Butler,63,2.5,160,167,47.9,-5.5
2005,Anthony Johnson,63,2.5,158,173,45.7,-7.4
2022,Seth Curry,64,2.5,160,136,58.8,2.2
2019,Shaun Livingston,64,2.5,162,141,57.4,1.9
2020,Seth Curry,64,2.5,160,147,54.4,-1.2
2016,CJ Miles,64,2.5,162,161,50.3,-3.7
1997,Randy Livingston,64,2.5,160,168,47.6,-4.4
2012,Udonis Haslem,64,2.5,160,176,45.5,-8
2001,Don Reid,65,2.5,160,137,58.4,6.4
2008,Vladimir Radmanovic,65,2.5,162,147,55.1,0.6
2020,Justin Jackson,65,2.5,162,148,54.7,-0.9
2009,Luke Walton,65,2.5,162,154,52.6,-1.8
2007,Andrea Bargnani,65,2.5,160,163,49.1,-5.7
2009,Jordan Farmar,65,2.5,162,166,48.8,-5.6
2013,CJ Miles,65,2.5,162,170,47.6,-6.1
2017,Dante Cunningham,66,2.5,162,128,63.3,8.1
2013,DeMarre Carroll,66,2.5,164,139,59,5.3
2012,Marco Belinelli,66,2.5,168,156,53.8,0.4
2021,Svi Mykhailiuk,66,2.5,168,165,50.9,-5.2
2012,Danny Green,66,2.5,162,173,46.8,-6.6
2003,Marko Jaric,66,2.5,162,177,45.8,-6.7
2008,Yi Jianlian,66,2.5,166,197,42.1,-12.3
1998,Ben Wallace,67,2.5,170,159,53.5,0.1
2002,Don Reid,68,2.5,170,175,48.6,-4.1
2007,Flip Murray,69,2.5,172,172,50,-4.8
2003,Robert Traylor,69,2.5,172,176,48.9,-3.6
2003,Reggie Miller,70,2.5,176,133,66.2,13.7
2018,Norman Powell,70,2.5,172,160,53.8,-1.6
2022,Chuma Okeke,70,2.5,172,164,52.4,-4.2
2005,Jason Williams,71,2.5,180,150,60,6.9
2013,Toney Douglas,71,2.5,178,177,50.3,-3.4
2021,Buddy Hield,71,2.5,176,181,48.6,-7.5
2000,Danny Manning,72,2.5,180,157,57.3,4.4
2004,Rodney White,72,2.5,182,159,57.2,5.2
2017,DeMarre Carroll,72,2.5,180,174,51.7,-3.4
2014,Jeff Ayres,73,2.5,180,139,64.7,10.7
2018,Dante Cunningham,73,2.5,186,170,54.7,-0.6
2019,Malik Monk,73,2.5,182,181,50.3,-5.3
2015,Alan Anderson,74,2.5,184,150,61.3,7.8
2005,Ira Newble,74,2.5,186,175,53.1,0
2000,Tony Farmer,74,2.5,188,206,45.6,-7.3
2019,Torrey Craig,75,2.5,186,156,59.6,4.1
2018,Allen Crabbe,75,2.5,186,169,55,-0.3
2003,Jeff McInnis,75,2.5,188,183,51.4,-1.1
2000,Eric Piatkowski,75,2.5,188,188,50,-3
2008,Kirk Hinrich,75,2.5,190,195,48.7,-5.7
2008,Marko Jaric,75,2.5,190,206,46.1,-8.3
2009,Sebastian Telfair,75,2.5,190,232,40.9,-13.5
2019,Gorgui Dieng,76,2.5,192,162,59.3,3.7
2003,Rick Fox,76,2.5,190,176,54,1.5
2004,Brian Cardinal,76,2.5,188,188,50,-2
2013,Ekpe Udoh,76,2.5,188,206,45.6,-8.1
2010,James Harden,76,2.5,192,216,44.4,-11
2017,Matthew Dellavedova,76,2.5,192,229,41.9,-13.2
2019,Doug McDermott,77,2.5,196,152,64.5,8.9
2022,Grant Williams,77,2.5,192,158,60.8,4.1
2009,C.J. Watson,77,2.5,196,194,50.5,-3.9
1997,Brian Shaw,77,2.5,196,228,43,-9
2002,Allan Houston,77,2.5,194,230,42.2,-10.5
2017,Terrence Ross,78,2.5,198,172,57.6,2.4
2001,Desmond Mason,78,2.5,196,176,55.7,3.7
2003,Mike James,78,2.5,192,202,47.5,-5
2010,Rasheed Wallace,79,2.5,200,188,53.2,-2.2
2001,Michael Smith,79,2.5,200,194,51.5,-0.5
2014,E'Twaun Moore,79,2.5,196,197,49.7,-4.3
2002,Vitaly Potapenko,79,2.5,198,197,50.3,-2.4
2003,Jumaine Jones,80,2.5,196,159,61.6,9.1
2019,Marcus Smart,80,2.5,196,180,54.4,-1.1
2000,Bimbo Coles,80,2.5,196,192,51,-1.9
2014,Jarrett Jack,80,2.5,200,201,49.8,-4.3
2013,Thabo Sefolosha,81,2.5,202,155,65.2,11.5
2004,Marcus Banks,81,2.5,200,216,46.3,-5.7
2001,Chucky Atkins,81,2.5,204,228,44.7,-7.3
2009,Rasual Butler,82,2.5,208,177,58.8,4.3
2011,Shane Battier,82,2.5,208,192,54.2,-0.3
2008,Anthony Parker,82,2.5,204,193,52.8,-1.6
2019,Bryn Forbes,82,2.5,202,200,50.5,-5.1
2013,Lamar Odom,82,2.5,204,212,48.1,-5.6
2010,Brandon Rush,82,2.5,204,216,47.2,-8.2
2014,Draymond Green,82,2.5,206,217,47.5,-6.6
2014,Norris Cole,82,2.5,206,219,47,-7
2000,David Wesley,82,2.5,208,220,47.3,-5.7
2017,Jamal Crawford,82,2.5,204,222,45.9,-9.2
1998,Todd Day,5,2.4,12,7,85.7,32.4
2022,Brandon Knight,5,2.4,12,8,75,18.4
2003,Damone Brown,5,2.4,12,13,46.2,-6.3
2018,Walt Lemon Jr.,5,2.4,12,14,42.9,-12.5
2018,Xavier Rathan-Mayes,5,2.4,12,14,42.9,-12.5
2018,Josh Gray,5,2.4,12,21,28.6,-26.8
2002,Ansu Sesay,9,2.4,22,21,52.4,-0.3
2007,Jackie Butler,11,2.4,26,27,48.1,-6.6
2019,Brandon Sampson,14,2.4,34,29,58.6,3.1
2009,Malik Hairston,15,2.4,36,30,60,5.6
2010,Jeff Foster,16,2.4,38,36,52.8,-2.6
2006,Chris Taft,17,2.4,40,34,58.8,5
2011,Josh Howard,18,2.4,44,50,44,-10.5
1997,Kurt Thomas,18,2.4,44,74,29.7,-22.3
2020,Thanasis Antetokounmpo,20,2.4,48,37,64.9,9.2
2002,Glen Rice,20,2.4,48,51,47.1,-5.6
2002,Sean Marks,21,2.4,50,45,55.6,2.9
2003,Monty Williams,21,2.4,50,57,43.9,-8.6
2016,James Ennis III,22,2.4,52,47,55.3,1.3
2013,Terrence Williams,24,2.4,58,49,59.2,5.5
2018,Terrence Ross,24,2.4,58,56,51.8,-3.5
2009,Robert Swift,26,2.4,62,52,59.6,5.2
2018,Jonathan Isaac,27,2.4,66,52,63.5,8.1
2019,Jaron Blossomgame,27,2.4,66,58,56.9,1.3
2015,Brandon Davies,27,2.4,66,76,43.4,-10.1
2010,Reggie Evans,28,2.4,66,66,50,-5.4
2006,Jeff McInnis,28,2.4,68,68,50,-3.9
1998,Ed Gray,30,2.4,72,73,49.3,-4
2014,Jason Smith,31,2.4,74,73,50.7,-3.4
2004,Mikki Moore,32,2.4,78,64,60.9,8.9
2010,Aaron Gray,32,2.4,78,72,54.2,-1.2
2015,Tyler Johnson,32,2.4,78,81,48.1,-5.4
2020,Trey Burke,33,2.4,78,79,49.4,-6.3
2017,Marcus Thornton,33,2.4,80,83,48.2,-7
2019,Salah Mejri,36,2.4,88,73,60.3,4.7
2021,Austin Rivers,36,2.4,88,85,51.8,-4.3
2014,Vitor Faverani,37,2.4,90,87,51.7,-2.3
2019,Frank Mason III,38,2.4,90,80,56.3,0.7
2004,Rick Fox,38,2.4,92,85,54.1,2.1
2007,Jeff McInnis,38,2.4,90,99,45.5,-9.3
2012,Jared Jeffries,39,2.4,92,100,46,-7.4
2015,Mirza Teletovic,40,2.4,96,95,50.5,-3
1999,Aaron Williams,40,2.4,94,99,47.5,-4.4
2000,Eric Murdock,40,2.4,96,106,45.3,-7.7
2007,Kelenna Azubuike,41,2.4,100,103,48.5,-6.2
2010,Rasho Nesterovic,42,2.4,100,77,64.9,9.5
1998,Vernon Maxwell,42,2.4,102,89,57.3,4
2022,Ignas Brazdeikis,42,2.4,102,94,54.3,-2.4
2011,Ben Uzoh,42,2.4,100,104,48.1,-6.4
2005,Obinna Ekezie,42,2.4,100,112,44.6,-8.5
1999,Kelvin Cato,43,2.4,102,94,54.3,2.4
2011,Joey Dorsey,43,2.4,104,99,52.5,-1.9
2000,Robert Traylor,44,2.4,106,102,52,-1
1999,Wesley Person,45,2.4,108,89,60.7,8.8
2015,Maurice Harkless,45,2.4,106,97,54.6,1.1
2002,George Lynch,45,2.4,106,109,48.6,-4
2021,Rajon Rondo,45,2.4,106,113,46.9,-9.2
2014,Ray McCallum,45,2.4,110,119,46.2,-7.8
2012,John Salmons,46,2.4,110,98,56.1,2.7
2002,Mark Strickland,46,2.4,110,105,52.4,-0.3
2002,John Wallace,46,2.4,110,114,48.2,-4.4
2012,Martell Webster,47,2.4,112,104,53.8,0.4
2003,Rod Strickland,47,2.4,114,111,51.4,-1.2
2021,Malachi Flynn,47,2.4,114,119,47.9,-8.2
2015,Reggie Evans,47,2.4,114,130,43.8,-9.7
1997,Stephen Howard,49,2.4,120,101,59.4,7.4
1999,Michael Doleac,49,2.4,118,106,55.7,3.8
2004,Zarko Cabarkapa,49,2.4,116,110,52.7,0.7
2021,Torrey Craig,50,2.4,120,100,60,3.9
2021,Grayson Allen,50,2.4,122,123,49.6,-6.5
2022,Elfrid Payton,50,2.4,118,139,42.4,-14.2
2017,Tyler Zeller,51,2.4,122,107,57,1.9
2014,CJ Miles,51,2.4,124,121,51.2,-2.8
2004,Derek Anderson,51,2.4,122,121,50.4,-1.6
2006,Adrian Griffin,52,2.4,126,113,55.8,1.9
1998,Dell Curry,52,2.4,124,114,54.4,1.1
